"[30.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.178125, 0.359375
"[30.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.1796875, 0.378125
"[30.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.178125, 0.36875
"[30.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.178125, 0.359375
"[30.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.1796875, 0.378125
"[30.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.178125, 0.36875
"[30.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.1703125, 0.35625
"[30.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.1703125, 0.3640625
"[30.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.1703125, 0.353125
"[60.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.1890625, 0.3625
"[60.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.2, 0.4015625
"[60.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.203125, 0.4
"[60.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.1890625, 0.3625
"[60.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.2, 0.4015625
"[60.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.203125, 0.4
"[60.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.1828125, 0.35
"[60.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.19375, 0.390625
"[60.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.196875, 0.390625
"[90.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.1734375, 0.3609375
"[90.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.1984375, 0.4078125
"[90.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.2109375, 0.4140625
"[90.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.1734375, 0.3609375
"[90.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.1984375, 0.4078125
"[90.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.2109375, 0.4140625
"[90.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.1796875, 0.353125
"[90.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.190625, 0.4046875
"[90.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.1984375, 0.4078125
