,val_loss,val_acc,val_top_k_categorical_accuracy,val_f1,loss,acc,top_k_categorical_accuracy,f1
0,0.33124177142902833,0.9623115544942156,0.9912060403344619,0.9632225749480664,0.0004624941037342402,0.9998417472628065,1.0,0.9998417453762851
1,0.3331470061187169,0.9616834143897397,0.9912060403344619,0.9625944348435905,0.00022733133173497794,1.0,1.0,1.0
2,0.33184295488362336,0.9629396945986916,0.9912060403344619,0.9626137563331643,0.00015090925844106023,1.0,1.0,1.0
3,0.33323149255771733,0.96482412240014,0.990577900229986,0.9641691530170153,0.0010708318210404498,0.999683494525613,1.0,0.9996834907525701
4,0.33314116261712273,0.9635678347031674,0.990577900229986,0.9635677750985226,0.0004223387654406662,1.0,1.0,1.0
5,0.33806566616997646,0.9616834143897397,0.990577900229986,0.9619887611973825,0.0002081690573828589,1.0,1.0,1.0
6,0.33529311867814565,0.9629396945986916,0.990577900229986,0.9629396349940468,0.0004014403893104827,0.9998417472628065,1.0,0.9998417453762851
7,0.335207669953605,0.9641959822956642,0.9899497601255101,0.9645029090756747,0.00028726145319308324,0.9998417472628065,1.0,0.9998417453762851
8,0.33476165296444343,0.9641959822956642,0.9899497601255101,0.9648051705192681,0.0002625868093815458,0.9998417472628065,1.0,0.999920673660131
9,0.335536362313146,0.965452262504616,0.9899497601255101,0.9651090119352292,0.0005808613611898144,0.9998417472628065,1.0,0.999920673660131
10,0.33347470953536396,0.965452262504616,0.9899497601255101,0.9663416899029335,0.0001986864888980676,1.0,1.0,1.0
11,0.3319925969120246,0.965452262504616,0.9899497601255101,0.9660457183967284,9.702366147935741e-05,1.0,1.0,1.0
12,0.33344230849539214,0.96482412240014,0.9899497601255101,0.965738732012073,0.0001893938991537136,1.0,1.0,0.999920673660131
13,0.3357324751477745,0.96482412240014,0.9899497601255101,0.9648051705192681,0.00012664536320190897,1.0,1.0,1.0
14,0.3358668743365973,0.96482412240014,0.9899497601255101,0.9648051705192681,0.00011606229108978466,1.0,1.0,1.0
15,0.33449809650080886,0.9641959822956642,0.990577900229986,0.964478862645039,0.0001958371149967183,0.9998417472628065,1.0,0.9998417453762851
16,0.33286304652091847,0.9635678421911882,0.990577900229986,0.964478862645039,0.0007754619343489626,0.9998417472628065,1.0,0.9998417453762851
17,0.33569911376914785,0.9641959748076434,0.990577900229986,0.9648020180625532,0.00043506836582167427,0.999683494525613,1.0,0.9996834907525701
18,0.3419207722397905,0.965452262504616,0.990577900229986,0.9672668549283665,0.00013235012178268565,1.0,1.0,1.0
19,0.3412110799521058,0.96482412240014,0.990577900229986,0.966032686844543,0.0001405367542462436,1.0,1.0,1.0
