,val_loss,val_acc,val_top_k_categorical_accuracy,val_f1,loss,acc,top_k_categorical_accuracy,f1
0,2.1592690010806574,0.6567754506711082,0.7527200870296957,0.7079999896114587,0.13975909219096247,0.9766095460924411,0.9981472921791095,0.9655975982401866
1,2.186735701254402,0.6538081062417828,0.7546983127188376,0.7050615994206286,0.13435801746683465,0.9796202111818438,0.9990736460895547,0.9676267267819519
2,2.1743735948726757,0.6538081062417828,0.7517309564982866,0.7074155920690882,0.12744080043739056,0.980778152493207,0.9990736455374042,0.9695217663516265
3,2.150808009384412,0.6557863437221501,0.7576656689393886,0.7031374718739654,0.1297348507124829,0.9786938534339527,0.9988420576119434,0.9674032390145253
4,2.1577824395441043,0.6646884232022524,0.7566765619904304,0.7139109741568448,0.13137899278117418,0.9791570259443639,0.999305234567166,0.9685685710809804
5,2.175662032220767,0.6508407500212318,0.7556874196677957,0.7080511010365246,0.12932951492311337,0.979388622152082,0.998610469134332,0.9699292226266176
6,2.177552039262449,0.6498516194898226,0.754698324510063,0.7082088676333781,0.12408374161591072,0.9833256268236249,0.9988420576119434,0.9708690392082077
7,2.1757912114631055,0.6488624997768628,0.7527200752384703,0.7058827182541497,0.12188210228959297,0.9803149766146778,0.9988420565076425,0.9729139508611353
8,2.1749678950399365,0.6607319482415177,0.7566765619904304,0.7053486464874916,0.12663181058479273,0.9805465601229347,0.9995368230447773,0.9706601178055286
9,2.177536426264973,0.6538081288514576,0.757665680730614,0.7038295589144222,0.13238385998164684,0.9789254363624517,0.9995368230447773,0.9675296009994867
10,2.172428931020252,0.6508407500212318,0.7566765619904304,0.7056257034385711,0.12591863421170232,0.978693856719248,0.9983788806567208,0.9705659718411893
11,2.170419841090956,0.6528189875015991,0.7517309447070611,0.7036008080789998,0.12791808187657897,0.9796202101051503,0.999305234567166,0.9682442480737051
12,2.1859934636558433,0.6488625007496389,0.7527200752384703,0.7034779199271008,0.12235025453824255,0.9800833876125234,0.999305234567166,0.9710899416690295
13,2.1868252697613544,0.6607319492142939,0.7527200634472448,0.7038400284614337,0.1337194887644276,0.9761463773918682,0.9983788806567208,0.9678903265980009
14,2.1638580884942904,0.6607319600327433,0.7596439182109814,0.7094616377624866,0.1275869956884521,0.97846226329989,0.9990736460895547,0.9696319976743033
15,2.183259410037485,0.6567754850720086,0.760633036951165,0.7025351068032601,0.12564739979020198,0.9805465617793861,0.999305234567166,0.970564783392487
16,2.1725593806492234,0.6567754732807831,0.7546983127188376,0.7032511049750768,0.11888700234649799,0.9835572175374457,0.998610469134332,0.9733027385141408
17,2.175850178674232,0.6557863545405994,0.7537092057698794,0.7042581463779823,0.12235283122784896,0.9817045047195933,0.9988420576119434,0.9712577811983681
18,2.1921588556231186,0.652818986528823,0.7586547994707977,0.7026402476869162,0.1141972113478344,0.9840203950172113,0.999305234567166,0.9740817714146079
19,2.189740490370995,0.6547972358004158,0.7517309447070611,0.69903633142909,0.11443473766210621,0.9828624471352574,0.9995368230447773,0.9716996932372057
