0, 0, "[30.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.1483606557377049, 0.3163934426229508
0, 0, "[30.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.14590163934426228, 0.3254098360655738
0, 0, "[30.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.14426229508196722, 0.32131147540983607
0, 0, "[30.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.1483606557377049, 0.3163934426229508
0, 0, "[30.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.14590163934426228, 0.3254098360655738
0, 0, "[30.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.14426229508196722, 0.32131147540983607
0, 0, "[30.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.14262295081967213, 0.31065573770491806
0, 0, "[30.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.14344262295081966, 0.3122950819672131
0, 0, "[30.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.14672131147540984, 0.30327868852459017
0, 0, "[60.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.14508196721311475, 0.3139344262295082
0, 0, "[60.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.15737704918032788, 0.35737704918032787
0, 0, "[60.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.16229508196721312, 0.35
0, 0, "[60.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.14508196721311475, 0.3139344262295082
0, 0, "[60.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.15737704918032788, 0.35737704918032787
0, 0, "[60.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.16229508196721312, 0.35
0, 0, "[60.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.14426229508196722, 0.30901639344262294
0, 0, "[60.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.15901639344262294, 0.3434426229508197
0, 0, "[60.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.16065573770491803, 0.3336065573770492
0, 0, "[90.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.14426229508196722, 0.3122950819672131
0, 0, "[90.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.16475409836065574, 0.3540983606557377
0, 0, "[90.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.1721311475409836, 0.36721311475409835
0, 0, "[90.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.14426229508196722, 0.3122950819672131
0, 0, "[90.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.16475409836065574, 0.3540983606557377
0, 0, "[90.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.1721311475409836, 0.36721311475409835
0, 0, "[90.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.14098360655737704, 0.30983606557377047
0, 0, "[90.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.1557377049180328, 0.3418032786885246
0, 0, "[90.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.16885245901639345, 0.3614754098360656
