,val_loss,val_acc,val_top_k_categorical_accuracy,val_f1,loss,acc,top_k_categorical_accuracy,f1
0,4.746382534760484,0.28837876147998115,0.5868005848341385,0.29965738800369,0.0048771195143373644,0.9995801851190909,1.0,0.999369742187705
1,4.772172111007713,0.30272596864994494,0.5853658630652955,0.30426740701947697,0.003577075851338311,0.9995801851190909,1.0,0.9995801801145027
2,4.785285122596379,0.29698708610692015,0.5796269876200978,0.31272430493465625,0.003177683965551669,0.9991603702381816,1.0,0.9991603602290053
3,4.790392741582315,0.29698708610692015,0.576757534248073,0.30784927062700945,0.00265688679756176,0.9995801851190909,1.0,0.9995801801145027
4,4.797961784401104,0.29268292952302194,0.5824964282502403,0.3086241793683817,0.002544715483481335,0.9991603702381816,1.0,0.9991603602290053
5,4.80461405271095,0.29411764838432136,0.579626986166326,0.3083363957008296,0.002363815631050426,0.9995801851190909,1.0,0.9995801801145027
6,4.805134744521022,0.30272597010371677,0.5824964253426966,0.3097317419743093,0.002332750363408343,0.9991603675857499,1.0,0.9991603625811618
7,4.798404454158745,0.299856523829519,0.5839311271007981,0.3118366292080544,0.002311455112167241,0.9995801851190909,1.0,0.9995801801145027
8,4.799075814196506,0.30272596864994494,0.586800563369625,0.31792599193676985,0.002330120852315606,0.9991603702381816,1.0,0.9991603602290053
9,4.806238358468886,0.307030126687615,0.586800563369625,0.30950037004102765,0.002099629685495402,0.9995801851190909,1.0,0.9995801801145027
10,4.834945499469423,0.30272596864994494,0.5824964096932705,0.3082153197682571,0.002198446128950599,0.9995801851190909,1.0,0.9995801801145027
11,4.841447945817813,0.3041606875112443,0.5781922502018286,0.3053243214978036,0.0020544232978891366,0.9995801851190909,1.0,0.9995801801145027
12,4.8445226102853605,0.2969870932047473,0.575322811025458,0.30227118029313926,0.0021135994273462307,0.9991603702381816,1.0,0.9991603602290053
13,4.847619518488004,0.3041606960628433,0.5767575313405293,0.3043973281701634,0.00198554981083122,0.9995801851190909,1.0,0.999369742187705
14,4.85554557688096,0.3012912497886455,0.5839311256470263,0.3065356127329844,0.002002647058904565,0.9995801851190909,1.0,0.9995801801145027
15,4.858305619128979,0.30272596009834596,0.5853658430545539,0.3039279309030585,0.00199114664467122,0.9991603702381816,1.0,0.9991603602290053
16,4.8596390248029095,0.30559540782631556,0.5824964038781832,0.30589349860782433,0.0018226416558879612,0.9995801851190909,1.0,0.9995801801145027
17,4.870553997017903,0.3027259615521178,0.5882352822309245,0.3027393688344887,0.0019073215107793984,0.9995801851190909,1.0,0.9995801801145027
18,4.861004458609408,0.30703012378007133,0.5839311271007981,0.3059433168455039,0.002273491138434405,0.9995801851190909,1.0,0.9995801801145027
19,4.848452646044782,0.31276901068441154,0.5810616864706557,0.3137027212075216,0.002152373354767053,0.9995801851190909,1.0,0.9995801801145027
